Path,Text,Person_Voice,Mfcc_Fratures
D:\Capstone\VoiceDatasets\Output\Noise removed\linus-original\segment_6.wav,"We don't want to lose our moral compass, but when it comes to the details of how to best utilize our resources to get there, I need some help. I'm sure you have a lot of questions right now. Like who our second sponsor is. Just kidding. We're going to get to that later. First, I want to talk about what isn't did I really write that? Sorry. First, I want to talk about what isn't going to change. And the biggest one is the rest of our leadership team. Yvonne and I spent the last six months working with them on my replacement.",linus-original,"[-2.98854187e+02  1.15419556e+02 -5.58103752e+00  1.59212160e+01
  4.39906311e+00  1.18170929e+00 -3.14070415e+00 -2.26301026e+00
 -9.01224804e+00  9.03914738e+00 -7.16667032e+00 -4.04343748e+00
 -3.49690348e-01 -7.37815619e-01 -2.51919460e+00  1.81919243e-02
 -2.96828318e+00  5.63837409e-01 -4.25783300e+00 -4.61754179e+00
 -1.77268696e+00 -6.36918962e-01 -3.57065725e+00 -9.46277916e-01
 -8.56805420e+00 -4.20236444e+00 -3.74423885e+00 -1.41724813e+00
 -4.67051268e+00 -9.87922430e-01 -2.49940014e+00 -2.12145066e+00
 -4.23134470e+00 -1.81658351e+00 -3.05569458e+00 -1.01398730e+00
 -1.60457325e+00 -1.77585113e+00 -3.58105588e+00 -9.11492884e-01]"
D:\Capstone\VoiceDatasets\Output\Noise removed\linus-original\segment_7.wav,"Which included having him work for us on a contract basis to ensure that they feel he is a competent manager and b the kind of person who can comfortably integrate into our team. They are going to be continuing to work alongside him to ensure that this transition goes as smoothly as possible. The next thing that isn't going to change is me. I am not going away. You can expect to see me on camera just as much as you used to. I mean, ideally, maybe more, since if all goes according to plan, I'm going to be left to do what I do best, which is engage with our community.",linus-original,"[-2.9633823e+02  1.2057412e+02 -7.1561761e+00  2.8296385e+01
  9.5087318e+00 -2.7866402e-01 -5.2887692e+00 -1.8365818e+00
 -9.9509258e+00  9.5236206e+00 -1.1498503e+01 -3.4663975e+00
 -3.7825243e+00 -1.5125538e+00 -1.1876628e+00 -8.9126796e-01
 -2.3849800e+00  2.2201898e+00 -4.1653137e+00 -3.8985491e+00
 -1.9442468e+00  1.0279894e+00 -3.7554648e+00 -2.3995986e+00
 -8.8816891e+00 -4.2023349e+00 -5.4324594e+00 -3.3309760e+00
 -5.2392492e+00 -2.3996086e+00 -2.9712961e+00 -1.6045334e+00
 -4.4243097e+00 -1.6116391e+00 -3.1884992e+00 -6.6247779e-01
 -1.2401415e+00 -9.2382056e-01 -3.3307493e+00 -1.1937873e+00]"
D:\Capstone\VoiceDatasets\Output\Noise removed\linus-original\segment_8.wav,"That's you. And create. Speaking of which, I'm going to be doing A-Q-A session about this with the community in the next week or so. Make sure you're signed up@floatplane.com. Slash ltt so you don't miss it. Also, not changing our ownership structure. Yvonne and I are still the sole shareholders and directors of the company. So there hasn't been some kind of corporate buyout that's going to force us to sell our souls to cover their purchase investment. We did have a substantial offer recently to sell out. And, and I might as well speak plainly. The offer was a hundred million dollars, 60% cash.",linus-original,"[-2.90022583e+02  1.23275856e+02 -1.53562200e+00  2.01563301e+01
  6.52032661e+00  2.02210164e+00 -6.42873526e+00 -1.24238491e+00
 -1.07346611e+01  9.88560295e+00 -5.48186731e+00 -4.55162334e+00
 -2.23818111e+00  1.05687964e+00  1.41054559e+00 -1.10081780e+00
 -2.98372960e+00  1.11681275e-01 -2.20905662e+00 -5.27065134e+00
 -2.09858942e+00 -4.19175088e-01 -5.07815742e+00 -1.85542834e+00
 -7.34534121e+00 -4.00149727e+00 -5.24604750e+00 -2.78247786e+00
 -4.44511318e+00 -2.17069006e+00 -3.25386167e+00 -2.06923747e+00
 -3.01857138e+00 -3.02597332e+00 -3.49698496e+00 -2.56606770e+00
 -1.92905223e+00 -2.30046201e+00 -3.42689276e+00 -2.00828099e+00]"
D:\Capstone\VoiceDatasets\Output\Noise removed\linus-original\segment_9.wav,"40% shares in the acquiring company. Basically, it was enough to live in a beachfront hotel for the rest of our lives, for our kids to do that, and for our kids kids to do the same. We decided not to take it, and there were a few reasons for that. First is that, honestly speaking, it wouldn't really change our lifestyle much. I mean, what are we going to do? Buy an even bigger house? An even faster car? I mean, that's never really been us anyway. Second is because we love this company and the people in it, and I just don't think our.",linus-original,"[-3.0827634e+02  1.1940468e+02 -5.7015338e+00  2.2666512e+01
  1.2238513e+01 -1.5589741e+00 -6.9822059e+00 -2.4258108e+00
 -8.2342453e+00  8.8897362e+00 -7.6950359e+00 -3.6406209e+00
 -3.0574048e+00  7.4916117e-02 -1.0457734e+00 -1.7750627e-01
 -1.8561199e+00  5.0640565e-01 -3.7318058e+00 -3.8550658e+00
 -3.0670805e+00 -6.9431949e-01 -3.3208046e+00 -2.5802755e+00
 -7.3362460e+00 -3.9279778e+00 -5.4694357e+00 -2.7381842e+00
 -3.9722784e+00 -1.9092931e+00 -2.8122528e+00 -1.6140324e+00
 -2.2409139e+00 -1.3592012e+00 -3.8063323e+00 -2.0636959e+00
 -2.0525303e+00 -2.6463120e+00 -3.2246637e+00 -2.0518458e+00]"
D:\Capstone\VoiceDatasets\Output\Noise removed\linus-original\segment_10.wav,"Missions complete yet. I'm not sure that it will ever be. My point is just that our attitude towards money, make lots of it and keep reinvesting and building this thing to do even better. It's not going to change, and you're not going to see the kind of short term thinking that comes from investor pressure. Our long term thinking is just going to come from this guy instead. On that note, then let's talk about what does change. And this is actually mostly for the benefit of my team who's watching this, but you guys might as well be in on it.",linus-original,"[-3.0066302e+02  1.2218179e+02 -9.0408554e+00  2.1906784e+01
  9.7046680e+00 -3.8851156e+00 -6.6811547e+00 -2.1817348e+00
 -7.2244372e+00  9.5957489e+00 -7.4295154e+00 -2.9346590e+00
 -3.3439975e+00  3.0717021e-01 -2.3319788e+00 -7.8748631e-01
 -2.2216058e+00  8.2218938e-02 -3.0091171e+00 -3.6297543e+00
 -3.2336805e+00 -1.3806653e+00 -3.8331711e+00 -1.6614833e+00
 -7.2627950e+00 -4.1425238e+00 -6.2544746e+00 -2.1369843e+00
 -4.3119283e+00 -3.3007691e+00 -3.7611439e+00 -2.3675401e+00
 -3.1702764e+00 -1.5483159e+00 -3.2261472e+00 -2.0168817e+00
 -3.0970588e+00 -2.7670763e+00 -3.8161690e+00 -2.7843120e+00]"
D:\Capstone\VoiceDatasets\Output\Noise removed\linus-original\segment_11.wav,"The biggest change is in reporting. No one will report directly into me anymore. If there's an issue with salary transparency, or the snacks in the lunchroom or the warranty on the backpack or whatever, I promise you I give you my personal guarantee. Trust me, bro. Whatever it is, there is somebody else who's in charge of that, and that is by design. Yvonne and I have laid out a clear set of guidelines for how we want this company handled with integrity and compassion. People first. We want to make strong investments in.",linus-original,"[-2.8907111e+02  1.2059334e+02 -9.8144808e+00  1.8274826e+01
  6.2761827e+00 -4.3478398e+00 -8.8642197e+00 -1.9365644e+00
 -7.5542779e+00  8.0721884e+00 -9.5931969e+00 -4.9061441e+00
 -3.4802115e+00 -4.3033186e-01 -1.2504443e+00 -1.6408585e+00
 -4.3654513e+00 -9.7899151e-01 -3.7357235e+00 -4.1509748e+00
 -4.9550319e+00 -1.3752767e+00 -4.6567740e+00 -2.9575493e+00
 -6.5964370e+00 -5.6587300e+00 -6.7493124e+00 -3.6826043e+00
 -5.6940618e+00 -4.2894602e+00 -3.2870319e+00 -1.5925714e+00
 -2.0004270e+00 -5.9812307e-01 -1.8812218e+00  5.3212970e-02
 -5.6188118e-01 -1.2632827e+00 -1.5128293e+00 -1.5724512e+00]"
D:\Capstone\VoiceDatasets\Output\Noise removed\linus-original\segment_12.wav,"Building something that's going to continue to offer growth opportunities to everyone who's part of our team. Beyond that, though, the buck stops with the new CEO. I'm not going to be stepping in to undermine him. And this is a big shift. That's going to mean we're all going to need to break some really old habits. With that out of the way, then who the hell is this guy? Right? The keenite among you might have noticed that the picture I showed you is actually from the roast a few years back. So this is your first exposure to Mr. Taron Tong? He was my boss when I worked at NCIX.",linus-original,"[-293.04202     117.46741      -8.291422     22.9255        3.8823228
   -2.5718696    -9.429048     -0.8842023    -8.814353      5.523552
   -8.091221     -5.92359      -1.125644     -2.5758216    -2.216288
   -2.0421703    -3.998603     -1.0695375    -1.7847787    -3.9958768
   -3.3510592    -0.62939656   -3.2511227    -2.2440536    -6.549474
   -4.4763947    -4.8514657    -2.7880697    -3.4129612    -3.775002
   -4.3065286    -2.8272014    -2.408418     -1.8182713    -3.3661513
   -1.8044804    -1.9675244    -1.8566566    -2.607268     -1.5752634 ]"
D:\Capstone\VoiceDatasets\Output\Noise removed\linus-original\segment_13.wav,"Which makes him kind of uniquely qualified for this position, because managing me is a challenging task. I am everywhere. Even the most skilled of administrators have struggled with it. And he's one of the only people to ever successfully do that and teach me. He and, I mean, if I'm being honest, really, one of our other colleagues begrudging shout out to Jack. The two of them taught me most of what I know about business, both what to do and what not to do. Shout out.",linus-original,"[-298.612       107.84677      -5.9769382    29.492672      4.604657
   -0.3361786    -6.501241      1.6769961    -9.403489      6.152802
   -8.586063     -3.8858647    -3.7788785    -2.1106822    -0.3128987
   -0.55777144   -4.189126     -0.8095044    -3.38546      -4.250851
   -3.7648866    -1.1137782    -3.5667593    -3.205596     -6.9109173
   -3.6286576    -5.4215493    -2.7581482    -3.1213498    -2.0879784
   -2.8963282    -0.6160332    -1.596233     -1.9096302    -3.355417
   -0.9127355    -2.4274826    -1.68072      -2.2842598    -2.0281978 ]"
D:\Capstone\VoiceDatasets\Output\Noise removed\linus-original\segment_14.wav,"Out. Jack. In the years since his departure from NCIX, Taron has done stints at Corsair and Dell, both of which have been successful enough that they've thwarted all of my previous attempts to hire him. Seriously, since pretty much day one, I've been looking for an excuse for us to work together again. And every single time I would talk to him, he was worth so much more than the last time that I'd go. I guess we're not really ready for this yet. But now that the deal is inked, I'm really excited. I'm excited to work with my friend again. I'm excited to have a steady hand that I can trust on the.",linus-original,"[-2.7989426e+02  1.2525201e+02 -1.4550802e+01  1.4775026e+01
  1.1310995e+01 -7.0962352e-01 -1.2552633e+01 -2.9588705e-02
 -1.0600798e+01  8.0291672e+00 -8.7499533e+00 -5.0236406e+00
 -1.4245257e+00 -2.0992555e-01 -3.2087131e+00  2.9300743e-01
 -3.9422112e+00 -1.7159737e+00 -4.4294252e+00 -4.8858323e+00
 -4.2761021e+00 -2.0439677e+00 -4.2246494e+00 -9.8180330e-01
 -7.7999802e+00 -2.8627329e+00 -5.0846739e+00 -2.8561370e+00
 -3.9933844e+00 -2.7714651e+00 -4.2650814e+00 -2.5117338e+00
 -4.3074570e+00 -2.0087531e+00 -4.4933853e+00 -1.3686053e+00
 -2.9615183e+00 -6.3378233e-01 -3.3057902e+00 -1.2318313e+00]"
D:\Capstone\VoiceDatasets\Output\Noise removed\linus-original\segment_15.wav,"Pillar of this ship a second steady hand. I haven't forgotten about Yvonne, who's the only reason I've lasted this long at all. And I'm also excited about the mentorship that he can provide to me again and also to the rest of our team. We are headed into a really exciting new chapter, guys. Better videos, better products, new investments that are going to make us just the primo source of tech information on the web. I'm sure of it. Now, I don't want to say ah, too much more about him for now. Once he's on boarded, I'm sure he's going to want to prepare a little thing to talk to you guys about.",linus-original,"[-2.8800534e+02  1.3166911e+02 -9.9786816e+00  2.4486561e+01
  9.5471125e+00  9.2207038e-01 -1.0631669e+01  2.1459136e+00
 -8.4720097e+00  6.9752836e+00 -3.5256891e+00 -5.6725130e+00
 -1.1231774e-01  6.8945712e-01 -3.3838472e+00  6.6836649e-01
 -2.7925155e+00 -3.4605286e+00 -1.6898336e+00 -5.0659490e+00
 -2.8968358e+00 -2.7757673e+00 -3.4942951e+00 -1.2518721e+00
 -8.0276165e+00 -3.8529794e+00 -5.3706617e+00 -3.7946699e+00
 -3.8061099e+00 -2.8951399e+00 -3.8004184e+00 -2.7080641e+00
 -3.6643667e+00 -2.6867371e+00 -4.5718918e+00 -1.8845682e+00
 -3.6987875e+00 -2.4283068e+00 -4.1105609e+00 -2.3300312e+00]"
D:\Capstone\VoiceDatasets\Output\Noise removed\linus-original\segment_16.wav,"You know, it'd be kind of fun. Should I interview him? Is that as funny as I think it know, it doesn't matter. We'll figure it out. In the meantime, I can assure you that he is zero bullsh. He's a super hard working guy with great attention to detail and not only a ton of experience in the computer industry, he actually has a background in media as well. He formerly wrote at Neoseeker if you want to go dig up some of his old articles for fun. Sorry, Taryn. Sorry for bringing that up. And sorry for turning your introduction here into this segue to our sponsor, Microcenter.",linus-original,"[-3.20767853e+02  1.08417107e+02  3.86499333e+00  2.53460121e+01
  1.21354609e+01  8.59966850e+00 -1.03685665e+01  4.89388132e+00
 -3.64360881e+00  1.13512688e+01 -4.64908457e+00  2.53420305e+00
 -2.47206378e+00  4.54134607e+00 -1.46785462e+00  4.16541862e+00
 -1.71700549e+00  3.15612745e+00 -2.16626430e+00  1.34682250e+00
 -4.81791115e+00  3.04816628e+00 -2.51913953e+00  1.55128384e+00
 -5.91095495e+00 -1.05942476e+00 -4.59149599e+00 -8.33765447e-01
 -3.42526770e+00 -4.03239518e-01 -3.13603735e+00  1.19477570e+00
 -3.46466088e+00  3.17226529e-01 -2.91386819e+00  1.07500839e+00
 -2.04508352e+00  8.11957598e-01 -1.94028592e+00 -8.29559982e-01]"
D:\Capstone\VoiceDatasets\Output\Noise removed\linus-original\segment_17.wav,"This summer marks the opening of their first store in eight years in Indianapolis, with two more stores set to open by 2025. And if you visit the Indianapolis store, you can get a free 128 gig flash drive just for stopping by. If you want to shop online, you can still take advantage of the $25 discount that they have on all processors for all new customers during May. MicroCenter is featuring desktop deals all month long, with prebuilt desktops available for purchase. And if you prefer to build your own pc, MicroCenter has you covered with a.",linus-original,"[-3.1098767e+02  9.9965500e+01 -7.0777812e+00  1.4702933e+01
 -3.1584399e+00 -6.4629269e+00 -4.7082853e+00 -3.9582214e+00
 -8.9520245e+00  1.2009759e+01 -1.4275657e+01  1.5430515e+00
 -5.5453467e+00  2.9673777e+00 -2.5629807e+00 -3.7872240e-01
 -4.8368807e+00  2.9608297e+00 -5.7189531e+00 -1.5300409e+00
 -1.8426975e+00  3.0911002e+00 -3.6350477e+00  7.0842886e-01
 -7.2751489e+00  6.7483401e-01 -2.6483359e+00  2.3514287e+00
 -2.7729313e+00  1.4695581e+00 -1.1017152e+00  1.2575355e+00
 -2.3267643e+00 -6.3509434e-01 -4.0917978e+00  2.4173862e-01
 -1.8358974e+00  4.3297324e-01 -6.4452237e-01  2.2432310e-04]"
D:\Capstone\VoiceDatasets\Output\Noise removed\linus-original\segment_18.wav,"A wide range of pc parts and knowledgeable associates to help you with your build. You can even use their online pc builder tool to ensure compatibility and to get your parts in store in just 18 minutes. If you're proud of your build, submit it to their build showcase for a chance to receive a coupon for your next instore purchase. With over 25 stores across the US, microcenter offers amazing selection and prices on laptops, computer components, monitors, tvs, networking equipment, and more. And if you need service and repairs, they have a dedicated department to help you with that as well. So watch.",linus-original,"[-3.2652457e+02  1.0204421e+02 -5.8924403e+00  1.7759207e+01
  2.1318779e+00 -3.0201440e+00 -6.9713335e+00 -4.5962548e+00
 -8.2374964e+00  1.2364258e+01 -1.4431480e+01  5.2835530e-01
 -5.3337812e+00  2.5385134e+00 -2.1921163e+00  1.3446585e+00
 -5.1197052e+00  3.1056705e+00 -5.5923867e+00 -1.8193870e+00
 -2.7100077e+00  1.9423435e+00 -3.7804775e+00  2.6896197e-01
 -7.8194299e+00  1.5673214e-01 -4.1330485e+00  4.3694723e-01
 -4.0044026e+00  7.6651037e-01 -9.0330386e-01  1.7499303e+00
 -1.6513660e+00  9.0235341e-01 -2.8939550e+00  1.3168980e+00
 -1.9594235e+00  3.7505025e-01 -1.7298977e+00  8.6551704e-02]"
D:\Capstone\VoiceDatasets\Output\Noise removed\linus-original\segment_19.wav,"Why wait? Visit Microcenter today or click the link in the description to see why they're the go to destination for all your tech needs. If you guys want some more context for this big change, I would suggest checking out the I'm thinking of retiring stream. I still can't watch it just to find the timestamps for what I put in the video earlier, I had to just download a transcript. It's just rough, but it might give you guys a better idea of the headspace that ultimately led me to give up the reins so that I can focus just on my love of tech and bringing you guys the best content that I can.",linus-original,"[-3.2518591e+02  1.0330163e+02  2.1761160e+00  2.8196941e+01
  1.0037864e+01  4.1034389e+00 -8.3116961e+00  5.1649780e+00
 -3.8596811e+00  9.3028555e+00 -5.9598255e+00  5.3807402e+00
 -3.5458796e+00  6.6993437e+00 -2.2870216e-01  4.4781923e+00
 -2.3823018e+00  5.2455668e+00 -2.2899384e+00  1.6252394e+00
 -3.0678065e+00  2.7478783e+00 -3.4950073e+00  2.0753288e+00
 -6.5409613e+00  1.1268458e+00 -3.6243145e+00  1.7695267e+00
 -2.9775321e+00  5.6505734e-01 -2.4931180e+00  9.8758584e-01
 -2.3740184e+00  6.8147838e-01 -3.1178584e+00  6.7986953e-01
 -2.1257739e+00  3.9286450e-01 -2.4604778e+00 -6.7608142e-01]"
D:\Capstone\VoiceDatasets\Output\Noise removed\musk-original\segment_1.wav,"Description. So I was trying to think, what is the most useful thing that I could, what could I say that could actually be helpful or useful to you in the future? And I thought, perhaps tell the story of how I sort of came to be here. How did some of these things happen? And maybe there's some lessons there, because I often find myself wondering, how did this happen? So when I was young, I. I.",musk-original,"[-2.88795044e+02  1.80869659e+02 -2.22663383e+01  2.11942120e+01
  7.36963511e+00 -1.06836605e+01 -9.12095928e+00 -2.25356255e+01
 -1.14770889e+01 -7.81501532e+00 -7.64689565e-01  4.29238081e+00
 -1.62672013e-01 -1.19856131e+00 -3.40125227e+00  4.36376953e+00
  9.66242731e-01 -6.54206610e+00  5.66787124e-01 -3.11752415e+00
 -6.34803867e+00 -2.68507099e+00 -3.55992246e+00 -3.80468607e+00
 -3.11524653e+00 -9.01409686e-01 -1.28577089e+00 -1.90539873e+00
 -1.18855786e+00 -1.23702788e+00  8.94331217e-01 -2.30728686e-01
 -5.69122910e-01  9.08735037e-01 -1.91906631e-01  8.17309141e-01
  7.44884312e-01  2.64100015e-01  5.50440252e-01 -2.35733792e-01]"
D:\Capstone\VoiceDatasets\Output\Noise removed\musk-original\segment_2.wav,"That I didn't really know what I was going to do when I got older. People kept asking me. But then, eventually I thought that the idea of inventing things would be really cool. And the reason I thought that was because I read a quote from Arthur C. Clark which said that sufficiently advanced technology is indistinguishable from magic. And that's it's really true. If you go back, say, 300 years the.",musk-original,"[-2.9838855e+02  1.7793990e+02 -2.3404167e+01  2.4929655e+01
  1.3293367e+01 -9.0104265e+00 -9.7079687e+00 -2.5278959e+01
 -1.2744239e+01 -5.4870024e+00 -3.6243265e+00  8.9935017e-01
  2.7910763e-01 -1.5514624e+00 -2.7928622e+00  4.8336835e+00
  8.1964970e-02 -5.9695616e+00  2.3110583e+00 -2.1018901e+00
 -6.5747442e+00 -2.1998506e+00 -2.9400964e+00 -4.1370149e+00
 -2.2437079e+00 -1.0520356e+00 -2.5252364e+00 -1.9123164e+00
 -1.8566290e+00 -1.3198372e+00  1.3485888e+00 -1.0362257e+00
 -3.8840431e-01  1.7349272e+00 -2.5891632e-01  8.9650631e-02
  4.3903302e-02  4.1026482e-01  2.5600317e-01 -1.0571109e+00]"
D:\Capstone\VoiceDatasets\Output\Noise removed\musk-original\segment_3.wav,"Things that we take for granted today, you'd be burned at the stake for being able to fly. That's crazy. Being able to see over long distances, being able to communicate, having effectively with the Internet, a group mind of sorts, and having access to all the world's information instantly from almost anywhere in the earth. This is stuff that really would be magic.",musk-original,"[-3.2981982e+02  1.7212146e+02 -2.6684328e+01  3.0547026e+01
  1.3880309e+01 -1.2730404e+01 -8.4437494e+00 -2.3751652e+01
 -1.1739253e+01 -5.3284311e+00 -4.3613224e+00  4.8218150e-02
  1.0563639e+00 -3.7005121e-01 -4.5352173e+00  4.2025580e+00
  5.5849379e-01 -5.7815146e+00  2.8147748e+00 -3.2737942e+00
 -6.7985592e+00 -7.9534829e-01 -2.7286003e+00 -4.9447231e+00
 -3.0214691e+00 -7.1682388e-01 -2.3800545e+00 -1.8554950e+00
 -1.1177434e+00 -1.8815391e+00  1.0434778e+00 -4.0585297e-01
 -4.4128868e-01  1.5991317e+00 -4.0945992e-01  4.0755904e-01
  3.0991039e-01  1.4864054e-01  5.8699304e-01 -1.0025730e+00]"
D:\Capstone\VoiceDatasets\Output\Noise removed\musk-original\segment_4.wav,"Would be considered magic in times past. In fact, I think it actually goes beyond that because there are many things that we take for granted today that weren't even imagined in times past. They weren't even in the realm of magic. So it actually goes beyond that. So I thought, well, if I can do some of those things, basically, if I can advance technology, then that's like magic. And that would be really pool I was at sort of.",musk-original,"[-3.30857788e+02  1.78279678e+02 -2.57653828e+01  2.70651913e+01
  1.40051384e+01 -1.03445635e+01 -8.90429878e+00 -2.69901066e+01
 -1.36446352e+01 -4.93464136e+00 -3.49459100e+00  7.12409973e-01
 -7.53033698e-01 -2.21915698e+00 -2.94423294e+00  5.01472712e+00
 -4.82533634e-01 -7.04282951e+00  1.90718949e+00 -1.85837317e+00
 -6.95358324e+00 -3.74381185e+00 -2.94132018e+00 -4.07554340e+00
 -4.07933426e+00 -1.39818037e+00 -2.38307023e+00 -2.14244270e+00
 -1.22199214e+00 -1.84479606e+00  1.09049428e+00 -3.59887391e-01
 -1.09592938e+00  8.90966475e-01 -6.75446033e-01 -1.31643146e-01
  1.45735875e-01 -1.48433551e-01 -3.78425419e-01 -1.45334697e+00]"
D:\Capstone\VoiceDatasets\Output\Noise removed\musk-original\segment_5.wav,"Slight existential crisis because I was trying to figure out what does it all mean, like, what's the purpose of things? And I came to the conclusion that if we can advance the knowledge of the world, if we can do things that expand the scope and scale of consciousness, then we're better able to ask the right questions and become more enlightened. And that's really the only way forward. So I studied.",musk-original,"[-3.3235135e+02  1.7290540e+02 -2.0763697e+01  2.3355844e+01
  9.7772713e+00 -7.5821190e+00 -7.8148599e+00 -2.5304493e+01
 -1.1704472e+01 -6.3924623e+00 -2.1501441e+00  3.2064474e+00
 -3.7226442e-01 -1.5186169e+00 -3.0938287e+00  5.1992369e+00
  9.8365015e-01 -6.8938494e+00  1.1370792e+00 -1.7657467e+00
 -6.5919709e+00 -3.6612670e+00 -2.4461057e+00 -3.8206606e+00
 -3.9171705e+00 -8.5223132e-01 -2.4666522e+00 -1.8578051e+00
 -9.2681432e-01 -2.0646658e+00  1.5684731e+00 -3.3040354e-01
 -9.5378977e-01  1.5992351e+00 -7.9114753e-01  1.2883885e-01
  6.1023349e-01 -3.9525974e-01 -5.1943594e-01 -1.4993724e+00]"
D:\Capstone\VoiceDatasets\Output\Noise removed\musk-original\segment_6.wav,"Six in business. Because I figured in order to do a lot of these things, you need to know how the universe works and you need to know how the economy works. And you also need to be able to bring a lot of people together to work with you to create something, because it's very difficult to do something as an individual if it's a significant technology. So I originally came out to California to it try to figure out how to improve the energy dense.",musk-original,"[-3.2424918e+02  1.7538274e+02 -2.5412466e+01  3.0602543e+01
  1.2955444e+01 -8.1712885e+00 -5.8025432e+00 -2.5000017e+01
 -1.0776907e+01 -6.0180206e+00 -4.4756951e+00  6.0819852e-01
 -3.3110848e-01 -5.0323244e-02 -4.5637522e+00  3.3883953e+00
  1.5883259e+00 -5.6507835e+00  2.1469662e+00 -2.3088923e+00
 -6.8863959e+00 -2.7298563e+00 -2.9632058e+00 -5.0559921e+00
 -4.7258482e+00 -1.2597388e+00 -2.1275980e+00 -1.7368945e+00
 -1.2070097e+00 -2.3745091e+00  1.0805082e+00 -6.8378603e-01
 -7.9765606e-01  1.6375073e+00 -1.2672999e+00 -3.0311987e-01
 -1.9192073e-02 -7.0336491e-01  7.4304245e-02 -1.3295336e+00]"
D:\Capstone\VoiceDatasets\Output\Noise removed\musk-original\segment_7.wav,"T of electric vehicles, basically to try to figure out if there was an advanced capacitor that could serve as an alternative to batteries. And that was in 95. And that's also when the Internet started to happen. I thought, well, I can either pursue this technology where success may not be one of the possible outcomes, which is always tricky.",musk-original,"[-3.3715393e+02  1.7482295e+02 -2.2392996e+01  2.6430050e+01
  1.0963963e+01 -8.7159576e+00 -8.8167248e+00 -2.6343031e+01
 -1.1774091e+01 -5.7179317e+00 -8.6482537e-01  4.0979033e+00
 -6.7592606e-02 -8.0208027e-01 -2.2518504e+00  5.1774144e+00
 -1.6769882e-02 -7.2539835e+00  1.4411608e+00 -1.9879699e+00
 -6.6996059e+00 -3.3477914e+00 -2.3218782e+00 -4.0274639e+00
 -4.3340902e+00 -1.1357458e+00 -2.2618277e+00 -1.9177849e+00
 -1.3052492e+00 -2.2632029e+00  9.6515703e-01 -7.7112305e-01
 -8.0055314e-01  1.6187760e+00 -4.9506578e-01  6.6583562e-01
  8.3915174e-01 -2.7200696e-01 -1.8317199e-01 -1.0553008e+00]"
D:\Capstone\VoiceDatasets\Output\Noise removed\musk-original\segment_8.wav,"Me or participate in the Internet and be part of it. So I decided to drop out, obviously. Fortunately, we're past graduation, so I can't be accused of recommending that to you. Did some Internet stuff. Did. Did a few things here and there, one of which was PayPal.",musk-original,"[-3.2801984e+02  1.7884825e+02 -2.6138765e+01  2.1611742e+01
  1.3502753e+01 -9.6155252e+00 -7.8881049e+00 -2.3070168e+01
 -1.2679703e+01 -3.4331307e+00  1.3601729e+00  3.0821292e+00
 -1.7011291e-01 -2.8846532e-01 -3.0930047e+00  2.7128983e+00
 -5.3400981e-01 -6.1084309e+00  1.4061238e+00 -2.6222920e+00
 -6.7736635e+00 -3.0583928e+00 -2.2703767e+00 -3.5626698e+00
 -4.0975409e+00 -1.1698869e+00 -1.8436564e+00 -2.1223221e+00
 -1.4576951e+00 -2.3734386e+00  1.1293589e+00 -6.9133967e-02
 -1.2005922e+00  1.5649499e+00 -2.3778172e-01  1.4177337e-01
  5.8893305e-01 -3.4540978e-01  2.3646946e-01 -1.1361442e+00]"
D:\Capstone\VoiceDatasets\Output\Noise removed\musk-original\segment_9.wav,"And I think maybe it's helpful to say one of the things that was important then in the creation of PayPal was kind of how it started, because initially the initial thought with PayPal was to create an agglomeration of financial services. So to have one place where all your financial services needs would be seamlessly integrated and work smooth, and then we had, like, a little feature which was to do email payments.",musk-original,"[-3.21521851e+02  1.76279800e+02 -2.52937279e+01  2.97354507e+01
  1.06191864e+01 -8.85194302e+00 -7.59625864e+00 -2.64184895e+01
 -1.15216055e+01 -8.11375999e+00 -5.11519527e+00  9.96265709e-02
 -1.31477177e+00 -2.53506958e-01 -4.60654497e+00  4.28771639e+00
  2.07861447e+00 -6.34041500e+00  2.10630631e+00 -1.37460148e+00
 -6.93149328e+00 -3.86969471e+00 -2.71314859e+00 -4.16875935e+00
 -4.83041143e+00 -1.73275959e+00 -2.15959382e+00 -1.68466294e+00
 -1.62981284e+00 -1.97434008e+00  1.85831988e+00 -7.23916233e-01
 -1.01415825e+00  1.57206357e+00 -7.12668300e-01 -2.00192645e-01
 -5.82750618e-01 -7.81682611e-01 -4.93382990e-01 -1.81604719e+00]"
